feature_id,name_ar,field_availability_status,evidence_reference,ownership_status,legal_status,license_status,investment_value_status,area_status,infrastructure_status,institutional_confirmation_required,notes
LY-INV-RES-ZUW-00010,قرية تيبودا السياحيه,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-ZUW-00011,منتجع سيتي بارك زوارة,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-SAB-00001,قرية جوهرة صبراتة السياحية,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-HOT-SAB-00001,قرية المغرب العربي صبراتة,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-SAB-00002,مركب تليل السياحي_صبراتة,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00001,القرية السياحية جنزور,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-TRI-00002,قرية بالم سيتي/قرية النخيل السياحية طرابلس,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-TRI-00003,القرية السياحية الريقاتة,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-HOT-TRI-00001,مركب شيراتون - النقاط الأربعة,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00002,القرية السياحية تاجوراء,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00003,منتجع سمرلاند المائي,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-KHO-00001,مصيف قرية مارينا السياحية,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-KHO-00002,قرية قصر سيلين العائلية,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-KHO-00003,قرية حدائق غنيمة,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-KHO-00004,إستراحة شط غنيمة,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
