"source_filename","sha256","visual_subject","matched_feature_id","matched_feature_name_ar","match_type","confidence","review_status","notes"
"450A2269.JPG","bcddcf4adc24db142740268d0198e789a5fde725eb67d3355dcee5c5753c9a37","أعمدة ومنشآت الأغورا","WH-LY-003-C0022","السوق اليوناني القديم اغورا","exact_feature","high","confirmed","سلسلة متصلة داخل الأغورا، وإحدى الصور توثق لوحة الموقع المكتوب عليها Greek Agora."
"450A2270.JPG","ea76e0554692b13ce1f92698680ccede707c7b205199534380ebedb1aa2408ec","لوحة تعريف Greek Agora","WH-LY-003-C0022","السوق اليوناني القديم اغورا","exact_feature","high","confirmed","سلسلة متصلة داخل الأغورا، وإحدى الصور توثق لوحة الموقع المكتوب عليها Greek Agora."
"450A2277.JPG","53ab374e7694bd85bc4f2a5ac693f9be1e90b1e70006b6af5f55a083b6e62f2e","صف أعمدة الأغورا","WH-LY-003-C0022","السوق اليوناني القديم اغورا","exact_feature","high","confirmed","سلسلة متصلة داخل الأغورا، وإحدى الصور توثق لوحة الموقع المكتوب عليها Greek Agora."
"450A2281.JPG","3e94d600194c14793580683a38ff0ffafde268367bda94bf9f5844297e905234","منشآت وأعمدة الأغورا","WH-LY-003-C0022","السوق اليوناني القديم اغورا","exact_feature","high","confirmed","سلسلة متصلة داخل الأغورا، وإحدى الصور توثق لوحة الموقع المكتوب عليها Greek Agora."
"450A2282.JPG","09f0487139c23ff7e54847784651589119c539a655633d917b2c1953311363a6","منشآت وأعمدة الأغورا","WH-LY-003-C0022","السوق اليوناني القديم اغورا","exact_feature","high","confirmed","سلسلة متصلة داخل الأغورا، وإحدى الصور توثق لوحة الموقع المكتوب عليها Greek Agora."
"450A2284.JPG","08d125f309e7cbd7b76d6505de5e325449a06198045ae04c1e29ede684d00635","تفصيل عمود أثري","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"450A2285.JPG","d41e93c247dde0352acb608c30fe9f3fd68638e3a19832acde4cd48504be98fd","عارضة حجرية أثرية","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"450A2286.JPG","c6ba773eb765917761d111e1bccfda580c1615b7c2e8f0d56d500d47d7de89da","بوابة معمدة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"450A2310.JPG","a4a9d81308278952842455dd7ed9981c1d830232977349db5d973f0e6c362850","منطقة أثرية مطلة على السهل","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"450A2321.JPG","c7a9fd02311eba5fe4ce5a5052f8ceecb7262477fc65809acbeb47ba27cc3c49","أعمدة في المصطبة السفلية","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"450A2323.JPG","160b55f074aeb044486bac7eae786d849b235a02d805283a244f0d87e9d10d29","أعمدة في المصطبة السفلية","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"450A2324.JPG","e0d7b8838c589609fc3d62465e907b184a5639bf18b5b155cc3e1bda9e6644b9","مبنى معمد في المصطبة السفلية","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"450A2325.JPG","b9c46e481a7f8e41f1bdf515658c3547782b7e444ff6f0e2d58cd2faef62c220","مبنى معمد بين الأشجار","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"450A2326.JPG","e148aab6e937e18b910fd4299f1ed280fd8491f8ece576e4c10a25c5888d6579","مبنى أثري صغير ذو مدخل","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"ااا.png","9466eab3c2a048d1cbaa5c6c62dc71108acfbe2d318c1f25121dd84a8857af96","مشهد عام من الموقع دون علامة مميزة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"اااااا.jpg","0c883f8a230a5e5f6bbbfa97426381b722ccd3421af40e0f5071134a7807760d","نبع أبولو مع تسمية ظاهرة","WH-LY-003-C0016","نبع أبولو","exact_feature","high","confirmed","الصورة تحمل تعريف Fountain of Apollo وتُظهر واجهة النبع الصخرية."
"شحات  1.jpg","19dbcd6fedd5395165c401f4915d0269993766df9c418ae9059e9a5d46fb06bc","مشهد عام من الموقع دون علامة مميزة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"شحات  3.jpg","e8eaf1bf5928842b94ca497bedc977403e28fdefbe96dbeee3d7a52f186ccc8a","مشهد عام من الموقع دون علامة مميزة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"شحات  5.jpg","ae2557533cfe00f28d176136b127704d59183d1ee6a5fbf4b6530e1b030a06a9","مشهد عام من الموقع دون علامة مميزة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"شحات 4.jpg","351ebd0d6c9c973aa51e11391ee397c3df1bb4cbb72d312572deb596dfce695c","مدرج مسرح حجري","WH-LY-003-C0001","مسرح شحات الاثري","exact_feature","high","confirmed","المدرج نصف الدائري الحجري ظاهر بوضوح في الصورتين."
"شحات 5.jpg","7ca0bd5dee4c91f811fc950ae71db5763075f13c5668d436ce03f49e2bd2d709","مشهد عام من الموقع دون علامة مميزة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"شحات 52.jpg","ecf5247b4446e099d31bbebbfca3084c080ae333208cd921d35c80a853e64822","مشهد عام من الموقع دون علامة مميزة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"شحات 7.jpg","889723d9fe9ef4d252a35ff1eaf685352c60f8bc71883e438abea72e7abd5700","مشهد عام من الموقع دون علامة مميزة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"شحات.JPG","b686098d30e75955bb0794549b5665d640682ab39f73430ed01c51fb3346db7a","مشهد عام من الموقع دون علامة مميزة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"شحات1 (2).jpg","c7829386455e43490508c32cc5d71e9c5f1e39b694619759580d0c9ac3936505","مشهد عام من الموقع دون علامة مميزة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"شحات2 (2).jpg","4e98e1545e8e421e66843849a3cee4cdd2a96cffe0354a34dbc108fbf73a0041","مشهد عام من الموقع دون علامة مميزة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"شحات4.jpg","d169f224f12bdeb5f3a3bf0a9a5e074a9f5faa83e41942f4b4daa3ae1696663e","مشهد عام من الموقع دون علامة مميزة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"معبد زيوس.jpeg","3204f45b5ead6fe0df6f665aa5c8769e354073430e03b72c9475dd00f396653e","معبد زيوس","WH-LY-003-C0021","معبد زيوس في قورينا","exact_feature","high","confirmed","اسم الملف والمحتوى البصري يطابقان المعبد."
"DJI_0722.JPG","78ba295438d199f41fdc43493cb88025b3ea59a50ae1ae553039b1845194553d","منظر جوي للطريق ومحيط الموقع","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"DJI_0724.JPG","99899ec2678c9df4f052ffccc94251da08f88f7b84654acf79c452273e9750b8","منظر جوي للطريق ومحيط الموقع","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"FB_IMG_1648770111714.jpg","fc3009248fcae6e76cd2cb779d5041e34d3911fa2ce7a6dd6408e826022d5fe4","منظر جوي لمعبد كبير","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"images-11-1.jpg","f1022a6058a1ad26610f1be495e5da433059eab7246073414f8a1e09ffc5e725","منظر عام لأعمدة وآثار قورينا","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"images-5.jpg","4908410acc2a41a712ff5548c6b564b0ef624b6803fd94e52430e1466fd00dc6","نقوش وتماثيل حجرية","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
"IMG_٢٠٢١٠٩٢٣_١٨٠٨٠٩.jpg","a6f80cf358a77b4ba3a67a3e47d5f7012e6bb49c117f86bfc951ada8f711eb5b","مشهد عام من الموقع دون علامة مميزة","","","unmatched","none","reviewed_unmatched","تمت المراجعة بصريًا؛ لا توجد علامة كافية لربط الصورة بنقطة متخصصة دون تخمين."
