record_a_layer,record_a_id,record_a_name,record_b_layer,record_b_id,record_b_name,distance_meters,name_similarity,geometry_relationship,duplicate_classification,recommended_action,confidence,notes
hotels,LY-HOT-000165,فندق المشكاة,hotels,LY-HOT-000482,فندق المشكاة,11.3,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000169,فندق النخلة السياحي,hotels,LY-HOT-000485,فندق النخلة السياحي,13.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000175,فندق الواحات,hotels,LY-HOT-000490,فندق الواحات,3.5,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000176,فندق الوادي,hotels,LY-HOT-000491,فندق الوادي,21.8,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000177,فندق الياسمين,hotels,LY-HOT-000493,فندق الياسمينة,88.7,0.957,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000178,فندق الياقوتة,hotels,LY-HOT-000494,فندق الياقوتة,7.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000180,فندق اليقين,hotels,LY-HOT-000495,فندق اليقين,83.6,1,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000181,فندق اليمامة,hotels,LY-HOT-000571,فندق اليمامة,3.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000185,فندق أجنحة قرطاج,hotels,LY-HOT-000377,فندق اجنحة قرطاج,92.6,1,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000189,فندق أكاكوس,hotels,LY-HOT-000417,فندق اكاكوس,5.8,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000192,فندق أويا,hotels,LY-HOT-000390,فندق أويا,20.2,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000193,فندق باب البحر,hotels,LY-HOT-000502,فندق باب البحر,12.1,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000196,فندق بلازما,hotels,LY-HOT-000506,فندق بلازما,5.8,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000201,فندق توباكتس,hotels,LY-HOT-000514,فندق توباكتس,61.8,1,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000203,فندق جاكرتا,hotels,LY-HOT-000515,فندق جاكرتا,8.3,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000212,فندق ريباس,hotels,LY-HOT-000292,فندق ريباس,16.2,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000224,فندق ضيافة ونيس,hotels,LY-HOT-000530,فندق ضيافة ونيس,10.3,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000225,فندق طليطلة,hotels,LY-HOT-000532,فندق طليطلة,22.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000228,فندق غريان السياحي,hotels,LY-HOT-000342,فندق غريان السياحي,1.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000241,فندق قورينا,hotels,LY-HOT-000544,فندق قورينا,7.2,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000247,فندق هارون,hotels,LY-HOT-000543,فندق هارون,8.1,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000263,فندق المختار,hotels,LY-HOT-000481,فندق المختار,4.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000266,فندق قرطاج السياحى1,hotels,LY-HOT-000271,فندق قرطاج السياحى2,35.5,0.938,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000268,فندق الفصول الاربعة 3,hotels,LY-HOT-000467,فندق الفصول الأربعة ( 3 ),12.3,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000270,فندق المتوسط,hotels,LY-HOT-000477,فندق المتوسط,8.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000270,فندق المتوسط,hotels,LY-HOT-000478,فندق المتوسط,9.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000270,فندق المتوسط,hotels,LY-HOT-000479,فندق المتوسط,8.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000270,فندق المتوسط,hotels,LY-HOT-000480,فندق المتوسط,9.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000272,فندق التوفيق 2,hotels,LY-HOT-000286,فندق التوفيق 1,51.9,0.909,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000275,فندق الفصول الاربعة 2,hotels,LY-HOT-000466,فندق الفصول الأربعة ( 2 ),18.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000276,فندق السفير,hotels,LY-HOT-000448,فندق السفير,15.2,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000278,فندق الشاطئ الذهبى,hotels,LY-HOT-000454,فندق الشاطئ الذهبي,9.5,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000279,فندق الصافي,hotels,LY-HOT-000457,فندق الصافي,21.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000281,فندق الفصول الابعة 1,hotels,LY-HOT-000465,فندق الفصول الأربعة ( 1 ),8.7,0.897,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000282,فندق سفارى,hotels,LY-HOT-000526,فندق سفارى,28.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000283,فندق زهرة الخليج,hotels,LY-HOT-000523,فندق زهرة الخليج,55.4,1,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000284,فندق السلاسل الذهبية,hotels,LY-HOT-000450,فندق السلاسل الذهبية,28.9,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000285,فندق النورس,hotels,LY-HOT-000487,فندق النورس,6.2,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000290,فندق أسامة,hotels,LY-HOT-000498,فندق أسامة,60.1,1,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000290,فندق أسامة,hotels,LY-HOT-000499,فندق أسامة,73.3,1,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000290,فندق أسامة,hotels,LY-HOT-000500,فندق أسامة,68.1,1,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000290,فندق أسامة,hotels,LY-HOT-000501,فندق أسامة,46.1,1,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000291,فندق الزيتونة,hotels,LY-HOT-000445,فندق الزيتونة,28.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000294,فندق صبراتة,hotels,LY-HOT-000387,فندق صبراتة,2.2,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000296,فندق الكندي,hotels,LY-HOT-000471,فندق الكندي,26.2,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000297,فندق أضواء قرطاج,hotels,LY-HOT-000376,فندق أضواء قرطاج,1.1,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000298,فندق البشير,hotels,LY-HOT-000422,فندق البشير,3.4,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000299,فندق الهاني,hotels,LY-HOT-000488,فندق الهاني,31.7,1,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000300,فندق القنصل فندق القنصل,hotels,LY-HOT-000469,فندق القنصل,2.6,0.947,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000301,فندق الجبل الاخضر,hotels,LY-HOT-000426,فندق الجبل الأخضر,33.9,1,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000303,فندق قصر ليبيا,hotels,LY-HOT-000541,فندق قصر ليبيا,9.9,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000307,فندق الديوان,hotels,LY-HOT-000435,فندق الديوان,3.9,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000307,فندق الديوان,hotels,LY-HOT-000436,فندق الديوان,3.9,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000307,فندق الديوان,hotels,LY-HOT-000437,فندق الديوان,3.9,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000307,فندق الديوان,hotels,LY-HOT-000438,فندق الديوان,3.9,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000309,فندق الدالي,hotels,LY-HOT-000431,فندق الدالي,12.8,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000310,زهرة الشمس,hotels,LY-HOT-000385,فندق زهرة الشمس,0.2,0.8,within_layer_proximity,probable_duplicate,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000313,فندق بلخير,hotels,LY-HOT-000507,فندق بلخير,12.5,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000314,فندق السرايا,hotels,LY-HOT-000446,فندق السرايا,12.8,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000316,فندق الكنوز الذهبية,hotels,LY-HOT-000472,فندق الكنوز الدهبية,10.7,0.867,within_layer_proximity,review_required,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000317,فندق الشراع,hotels,LY-HOT-000570,فندق الشراع,0.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000332,عمار او المجد للشقق الفندقية,hotels,LY-HOT-000333,فندق مزايا اجدابيا,0.0,0.222,within_layer_proximity,probable_duplicate,retain_and_review,medium,No automatic merge performed
hotels,LY-HOT-000375,فندق الخليج,hotels,LY-HOT-000429,فندق الخليج,6.3,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000435,فندق الديوان,hotels,LY-HOT-000436,فندق الديوان,0.1,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000435,فندق الديوان,hotels,LY-HOT-000437,فندق الديوان,0.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000435,فندق الديوان,hotels,LY-HOT-000438,فندق الديوان,0.1,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000436,فندق الديوان,hotels,LY-HOT-000437,فندق الديوان,0.1,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000436,فندق الديوان,hotels,LY-HOT-000438,فندق الديوان,0.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
hotels,LY-HOT-000437,فندق الديوان,hotels,LY-HOT-000438,فندق الديوان,0.1,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,No automatic merge performed
